id,name,class,governorate,area,opens_at_hh,closes_at_hh,sales_rep_id,registered_on,status_code,phone_last4,lat,lon
1974,Golden Care Pharmacy - Dokki,,Giza,Faisal,10,23,3,2025-04-01,0,8944,30.000377,31.181671
1975,El Zahraa Pharmacy,,Giza,Faisal,10,1,3,2025-07-01,1,8676,30.006829,31.160117
1976,Golden Care Pharmacy - Square,,Giza,Faisal,8,23,3,2025-01-31,0,5898,29.994732,31.169834
1977,Green Leaf Pharmacy - Square,,Giza,Faisal,9,23,3,2024-10-04,0,3474,30.014804,31.149929
1978,Al Amal Pharmacy,,Giza,Faisal,9,23,3,2025-01-24,0,1455,30.006995,31.188603
1979,Al Nozha Pharmacy - Faisal,,Giza,Faisal,8,1,3,2025-05-27,0,7597,29.998819,31.162537
1980,Star Care Pharmacy,,Giza,Faisal,8,1,3,2025-07-26,0,5556,30.012276,31.162504
1981,Care 24 Seven - Faisal,,Giza,Faisal,9,1,3,2025-04-05,1,2108,30.001136,31.158384
1982,Seha First Pharmacy - Haram,,Giza,Faisal,9,1,3,2025-02-05,1,1164,30.008877,31.180778
1983,El Zahraa Pharmacy - Agami,,Giza,Faisal,9,2,3,2025-01-21,1,5965,30.015457,31.158638
1984,El Nasr Pharmacy,,Giza,Faisal,9,23,3,2025-01-18,0,4136,29.997391,31.173804
1985,El Hokama Pharmacy,,Giza,Faisal,8,23,3,2025-01-03,0,8373,30.008491,31.170812
1986,Family Pharmacy,,Giza,Faisal,9,23,3,2024-10-26,0,7878,29.995049,31.15742
1987,Nile Care Pharmacy,,Giza,Faisal,9,23,3,2024-12-06,0,7456,30.01486,31.175344
1988,Life Line Pharmacy - Montaza,,Giza,Faisal,8,23,3,2025-03-04,0,3829,30.005156,31.153091
1989,Metro Pharmacy - Faisal,,Giza,Faisal,8,1,3,2025-06-07,0,8784,30.009478,31.183903
1990,El Faraby Pharmacy,,Giza,Faisal,9,23,3,2024-12-13,0,7424,30.005768,31.169183
1991,El Baraka Pharmacy,,Giza,Faisal,9,23,3,2024-11-07,0,7269,30.006145,31.164951
1992,Life Line Pharmacy - Faisal,,Giza,Faisal,8,23,3,2024-11-21,0,2131,29.998957,31.175683
1993,El Hokama Pharmacy,,Giza,Faisal,9,23,3,2025-08-05,0,4368,30.01332,31.156067
1994,El Zahraa Pharmacy,,Giza,Faisal,9,1,3,2025-08-29,0,4102,29.999294,31.178333
1995,El Zahraa Pharmacy - Haram,,Giza,Faisal,9,1,3,2025-04-10,0,5050,30.008568,31.158312
1996,Seha First Pharmacy - Faisal,,Giza,Faisal,10,23,3,2024-09-28,0,3816,29.995621,31.169274
1997,Pharma Plus,,Giza,Faisal,8,2,3,2024-10-25,0,5373,30.014752,31.153149
1998,Al Nozha Pharmacy - Smouha,,Giza,Faisal,9,2,3,2024-12-17,0,3641,30.003459,31.188369
1999,Seha First Pharmacy - Faisal,,Giza,Faisal,9,1,3,2025-04-11,0,4499,29.997441,31.159708
2000,Health Gate Pharmacy - Banha,,Giza,Faisal,10,23,3,2025-08-18,0,3781,30.01233,31.163578
2001,City Care Pharmacy,,Giza,Faisal,8,23,3,2025-03-24,0,9694,30.00463,31.157182
2002,Ebn Sina Pharmacy - Nozha,,Giza,Faisal,9,1,3,2025-04-25,0,1071,30.008014,31.180097
2003,Pharma Plus - Zayed,,Giza,Faisal,9,23,3,2025-08-25,0,3158,30.015487,31.158319
2004,Dr Medhat Pharmacy,,Giza,Faisal,9,1,3,2024-09-11,0,8648,30.000873,31.173393
2005,Family Pharmacy - Faisal,,Giza,Faisal,8,23,3,2025-08-18,1,9914,30.011185,31.171086
2006,Misr Pharmacy,,Giza,Faisal,8,23,3,2025-08-25,0,8143,29.993854,31.158692
2007,Al Nozha Pharmacy - Faisal,,Giza,Faisal,9,23,3,2024-10-25,1,7046,30.015287,31.175821
2008,El Nasr Pharmacy - Faisal,,Giza,Faisal,9,23,3,2025-07-24,0,3115,30.003161,31.15482
2009,Misr Pharmacy,,Giza,Faisal,10,23,3,2025-05-31,0,3269,30.008355,31.182351
2010,Seha First Pharmacy - Faisal,,Giza,Faisal,10,23,3,2025-01-16,1,1874,30.004431,31.168759
2011,City Care Pharmacy - Haram,,Giza,Faisal,8,1,3,2024-12-09,0,6012,30.004978,31.16212
2012,Elite Pharmacy,,Giza,Faisal,9,23,3,2025-07-26,0,7616,29.997409,31.176745
2013,El Hokama Pharmacy,,Giza,Faisal,9,23,3,2024-09-04,0,9338,30.009258,31.156414
2014,Care 24 Seven - Faisal,,Giza,Faisal,9,2,3,2025-02-21,0,5856,29.999639,31.182478
2015,Angel Pharmacy,,Giza,Faisal,9,23,3,2025-02-17,1,4675,30.007189,31.160735
2016,El Baraka Pharmacy - Faisal,,Giza,Faisal,8,23,3,2024-10-18,0,2418,29.993836,31.169339
2017,El Shifa Pharmacy,,Giza,Faisal,9,1,3,2025-01-10,0,1278,30.015343,31.153104
2018,Mira Pharmacy,,Giza,Faisal,8,23,3,2025-06-11,0,1737,30.006425,31.187527
2019,El Faraby Pharmacy - Marg,,Giza,Faisal,10,23,3,2025-06-01,0,1736,29.9984,31.161298
2020,Alpha Pharma - Square,,Giza,Faisal,10,23,3,2025-03-06,0,4573,30.012221,31.162491
2021,Hope Pharmacy - Dokki,,Giza,Faisal,9,23,3,2024-09-05,0,7535,30.00241,31.15596
2022,Life Line Pharmacy,,Giza,Faisal,10,2,3,2025-06-29,0,1877,30.007513,31.17901
2023,El Zahraa Pharmacy,,Giza,Faisal,8,23,3,2024-09-26,0,9929,30.017277,31.159979
2024,Union Pharm - Rehab View,,Giza,Faisal,8,1,3,2025-05-23,0,7794,30.000542,31.174425
2025,Pharma Plus,,Giza,Faisal,9,1,3,2024-10-19,0,2412,30.010848,31.170438
2026,Better Life Pharmacy - Faisal,,Giza,Faisal,8,23,3,2025-04-17,0,1586,29.992698,31.156701
2027,Blue Wave Pharmacy - Shubra,,Giza,Faisal,8,23,3,2024-11-27,0,6214,30.012713,31.175989
2028,Silver Care Pharmacy - Haram,,Giza,Faisal,8,23,3,2025-07-18,0,2641,30.004763,31.15144
2029,El Zahraa Pharmacy - Imbaba,,Giza,Faisal,8,1,3,2024-09-08,2,2014,30.008889,31.185211
2030,El Shifa Pharmacy - Zayed,,Giza,Faisal,9,23,3,2025-05-31,0,9169,30.004137,31.168721
2031,Blue Wave Pharmacy,,Giza,Faisal,8,23,3,2024-11-10,0,2624,30.004471,31.163597
2032,Nile Care Pharmacy,,Giza,Faisal,9,23,3,2025-08-17,1,1650,29.999288,31.175785
2033,Blue Wave Pharmacy - Faisal,,Giza,Faisal,10,23,3,2025-03-02,0,6286,30.01046,31.155987
2034,Family Pharmacy - Nozha,,Giza,Faisal,8,2,3,2024-10-27,0,2736,29.998945,31.182756
2035,Better Life Pharmacy,,Giza,Faisal,8,23,3,2024-12-20,0,9708,30.007874,31.162059
2036,City Care Pharmacy - Obour,,Giza,Faisal,8,23,3,2024-12-17,1,8885,29.99462,31.169704
2037,Blue Wave Pharmacy - Maadi,,Giza,Faisal,10,23,3,2025-02-09,0,5995,30.015224,31.1524
2038,Sunrise Pharmacy - Imbaba,,Giza,Faisal,10,23,3,2025-01-13,0,8215,30.004239,31.187861
2039,El Tourath Pharmacy - Faisal,,Giza,Faisal,8,23,3,2025-04-24,1,7761,29.998145,31.160913
2040,El Baraka Pharmacy - Faisal,,Giza,Faisal,10,1,3,2024-09-14,0,5341,30.012227,31.166569
2041,Silver Care Pharmacy,,Giza,Faisal,10,23,3,2025-07-19,0,3639,30.00327,31.157557
2042,Union Pharm - Faisal,,Giza,Faisal,9,23,3,2025-03-04,0,3686,30.004546,31.180209
2043,El Shifa Pharmacy,,Giza,Faisal,10,23,3,2025-02-23,0,1331,30.016769,31.15832
2044,Care 24 Seven,,Giza,Faisal,9,2,3,2024-09-12,0,9240,29.998432,31.174821
2045,Nile Care Pharmacy,,Giza,Faisal,9,23,3,2024-12-07,0,5917,30.009377,31.171137
2046,Ebn Sina Pharmacy - Faisal,,Giza,Faisal,9,23,3,2025-06-04,0,3388,29.994807,31.157113
2047,Nile Care Pharmacy,,Giza,Faisal,9,23,3,2024-11-03,0,1870,30.013291,31.17531
2048,Golden Care Pharmacy,,Giza,Faisal,10,23,3,2025-06-25,0,2923,30.003487,31.155044
2049,Nile Care Pharmacy,,Giza,Faisal,9,23,3,2024-12-16,0,7013,30.008524,31.18439
2050,Omega Pharmacy - Oct City,,Giza,Faisal,8,23,3,2025-03-31,0,2563,30.004878,31.169041
2051,Care 24 Seven,,Giza,Faisal,9,23,3,2024-10-25,0,7117,30.00614,31.16495
2052,Better Life Pharmacy - Faisal,,Giza,Faisal,9,23,3,2025-05-23,0,7270,29.997912,31.17611
2053,Dr Medhat Pharmacy - Imbaba,,Giza,Faisal,8,23,3,2025-06-29,0,5761,30.010978,31.155313
2054,Silver Care Pharmacy,,Giza,Faisal,8,23,3,2024-09-15,2,5892,30.000317,31.182759
2055,Angel Pharmacy,,Giza,Faisal,8,23,3,2025-07-23,0,2215,30.007533,31.158806
2056,Salamtek Pharmacy,,Giza,Faisal,8,23,3,2025-02-03,0,3918,29.994813,31.169452
2057,El Baraka Pharmacy - Marg,,Giza,Faisal,9,23,3,2024-11-18,0,8302,30.01759,31.153125
2058,Elite Pharmacy - Haram,,Giza,Faisal,9,2,3,2025-07-26,0,1222,30.005327,31.188441
2059,El Zahraa Pharmacy - Obour,,Giza,Faisal,8,1,3,2025-05-11,0,3545,29.996257,31.161794
2060,Omega Pharmacy - Faisal,,Giza,Faisal,8,1,3,2025-03-31,0,5077,30.011897,31.163976
2061,Alpha Pharma,,Giza,Faisal,8,2,3,2024-12-11,0,3774,30.00406,31.158965
2062,El Nasr Pharmacy,,Giza,Faisal,8,1,3,2025-06-16,0,7592,30.008284,31.181317
2063,Omega Pharmacy - Agami,,Giza,Faisal,9,23,3,2025-01-27,0,3201,30.01584,31.160135
2064,Angel Pharmacy - Nozha,,Giza,Faisal,8,1,3,2025-02-03,0,4501,29.998977,31.172138
2065,Union Pharm - Zayed,,Giza,Faisal,9,23,3,2025-01-29,0,1479,30.010628,31.171458
2066,Better Life Pharmacy - Nozha,,Giza,Faisal,9,23,3,2025-06-15,0,6435,29.993086,31.156068
2067,Mira Pharmacy,,Giza,Faisal,9,23,3,2025-05-23,2,2425,30.012953,31.173644
2068,El Zahraa Pharmacy - Faisal,,Giza,Faisal,9,23,3,2025-02-15,0,8129,30.00507,31.152969
2069,Health Gate Pharmacy - Zayed,,Giza,Faisal,9,23,3,2025-05-08,0,7871,30.009308,31.185343
2070,Nile Care Pharmacy - Faisal,,Giza,Faisal,10,23,3,2025-08-31,0,6724,30.00338,31.169095
2071,Elite Pharmacy - Faisal,,Giza,Faisal,8,1,3,2025-01-05,0,6515,30.005076,31.165867
2072,El Nasr Pharmacy - Square,,Giza,Faisal,9,23,3,2025-01-11,0,8302,29.999936,31.176903
2073,Pharma Plus,,Giza,Faisal,9,23,3,2025-07-19,0,1344,30.009544,31.154609
2074,Union Pharm - Faisal,,Giza,Faisal,10,23,3,2025-03-14,0,2197,29.998989,31.179277
2075,Salamtek Pharmacy - Faisal,,Giza,Faisal,9,23,3,2025-04-17,1,8251,30.007963,31.161782
2076,Mira Pharmacy,,Giza,Faisal,9,1,3,2025-01-16,0,9660,29.994354,31.170277
2077,Nile Care Pharmacy,,Giza,Faisal,8,23,3,2025-06-09,1,4743,30.014508,31.152552
2078,El Shifa Pharmacy - Agami,,Giza,Faisal,9,23,3,2024-10-01,2,8603,30.002861,31.188882
2079,Family Pharmacy - Faisal,,Giza,Faisal,9,23,3,2025-07-30,0,6792,29.997425,31.161012
2080,Hope Pharmacy,,Giza,Faisal,8,23,3,2025-03-28,0,3577,30.010133,31.165184
2081,Sunrise Pharmacy - Montaza,,Giza,Faisal,8,23,3,2024-12-06,0,5189,30.002245,31.158599
2082,Omega Pharmacy,,Giza,Faisal,9,23,3,2024-09-25,0,4099,30.00667,31.181025
2083,Al Amal Pharmacy - Faisal,,Giza,Faisal,9,23,3,2025-02-02,0,2092,30.017516,31.162175
2084,Ebn Sina Pharmacy - Faisal,,Giza,Faisal,9,23,3,2025-05-02,0,4235,29.998717,31.175563
2085,Green Leaf Pharmacy - Faisal,,Giza,Faisal,8,23,3,2025-06-10,0,9132,30.011222,31.169437
2086,Salamtek Pharmacy - Faisal,,Giza,Faisal,9,23,3,2025-06-08,0,1741,29.994134,31.156294
2087,El Shifa Pharmacy - Helwan,,Giza,Faisal,8,23,3,2024-09-17,0,7733,30.014742,31.174735
2088,Metro Pharmacy - Obour,,Giza,Faisal,9,23,3,2025-05-27,0,8518,30.002486,31.15199
2089,Nile Care Pharmacy - Faisal,,Giza,Faisal,8,23,3,2025-04-18,0,5419,30.010284,31.18496
2090,Green Leaf Pharmacy,,Giza,Faisal,8,23,3,2025-06-09,0,2745,30.003748,31.170769
2091,Green Leaf Pharmacy,,Giza,Faisal,10,2,3,2024-09-23,0,3576,30.005318,31.165016
2092,Star Care Pharmacy - Faisal,,Giza,Faisal,10,23,3,2025-08-29,0,2888,29.999444,31.174558
2093,Green Leaf Pharmacy,,Giza,Faisal,9,23,3,2025-05-26,0,2347,30.013047,31.157069
2094,Silver Care Pharmacy - Dokki,,Giza,Faisal,8,23,3,2025-06-29,0,4050,30.000497,31.178463
2095,Green Leaf Pharmacy - Maadi,,Giza,Faisal,9,23,3,2025-07-06,0,6283,30.008635,31.161418
2096,Metro Pharmacy,,Giza,Faisal,9,1,3,2024-12-19,0,6321,29.997098,31.167658
2097,City Care Pharmacy - Rehab View,,Giza,Faisal,10,23,3,2025-08-06,0,6933,30.015187,31.150713
2098,Alpha Pharma - Rehab View,,Giza,Faisal,8,2,3,2025-02-03,0,8902,30.003389,31.18724
2099,Silver Care Pharmacy - Marg,,Giza,Faisal,9,23,3,2025-09-07,0,4414,29.996656,31.161159
2100,Al Amal Pharmacy,,Giza,Faisal,9,23,3,2024-11-28,0,8760,30.013328,31.164156
2101,Pharma Plus - Dokki,,Giza,Faisal,9,23,3,2024-09-10,0,9320,30.001276,31.157662
2102,Golden Care Pharmacy - Imbaba,,Giza,Faisal,9,23,3,2025-07-28,0,2803,30.007081,31.178294
2103,El Hokama Pharmacy - Faisal,,Giza,Faisal,9,23,3,2025-02-10,0,2849,30.016148,31.15907
2104,Nile Care Pharmacy - Faisal,,Giza,Faisal,10,23,3,2024-10-31,0,9863,30.000207,31.17342
2105,Al Nozha Pharmacy,,Giza,Faisal,9,1,3,2025-08-07,0,9916,30.009735,31.170973
2106,Seha First Pharmacy,,Giza,Faisal,9,23,3,2025-06-01,0,7969,29.993255,31.155845
2107,Star Care Pharmacy,,Giza,Faisal,9,2,3,2024-09-27,0,3551,30.014952,31.171864
2108,Better Life Pharmacy - Imbaba,,Giza,Faisal,9,23,3,2025-04-07,2,2978,30.004826,31.154296
2109,Metro Pharmacy - Faisal,,Giza,Faisal,9,23,3,2025-02-11,0,1354,30.010685,31.185491
2110,El Zahraa Pharmacy - Faisal,,Giza,Faisal,9,23,3,2024-09-27,1,7464,30.002277,31.172893
2111,Nile Care Pharmacy,,Giza,Faisal,10,1,3,2025-08-27,0,9495,30.003918,31.165412
2112,El Nasr Pharmacy - Faisal,,Giza,Faisal,8,1,3,2025-04-14,0,1550,29.999093,31.174247
2113,Hope Pharmacy - Imbaba,,Giza,Faisal,8,23,3,2024-12-07,0,6676,30.008267,31.158144
2114,El Baraka Pharmacy - Oct City,,Giza,Faisal,9,23,3,2025-09-08,0,7978,30.001927,31.182743
2115,Better Life Pharmacy - Faisal,,Giza,Faisal,9,23,3,2025-04-17,0,9819,30.009746,31.161134
2116,Mira Pharmacy - Square,,Giza,Faisal,9,2,3,2025-01-04,0,9768,29.996043,31.169684
2117,Ebn Sina Pharmacy - Nozha,,Giza,Faisal,9,2,3,2024-09-30,0,6560,30.014576,31.154672
2118,Life Line Pharmacy,,Giza,Faisal,8,23,3,2025-04-17,0,6831,30.002835,31.186063
2119,El Shifa Pharmacy,,Giza,Faisal,9,23,3,2025-08-03,2,2165,29.996993,31.161973
2120,Silver Care Pharmacy,,Giza,Faisal,9,23,3,2024-09-28,0,5056,30.011043,31.163855
2121,Star Care Pharmacy - Nozha,,Giza,Faisal,9,2,3,2024-10-10,0,2155,30.002162,31.154267
2122,City Care Pharmacy - Smouha,,Giza,Faisal,10,23,3,2025-08-02,1,9571,30.007534,31.181153
2123,El Nasr Pharmacy - Imbaba,,Giza,Faisal,10,23,3,2025-01-12,0,1549,30.017968,31.159651
2124,Angel Pharmacy - Imbaba,,Giza,Faisal,9,1,3,2025-06-17,0,8246,30.000698,31.175834
2125,Salamtek Pharmacy - Square,,Giza,Faisal,10,23,3,2025-04-09,0,4946,30.010703,31.171129
2126,El Zahraa Pharmacy - Faisal,,Giza,Faisal,9,2,3,2024-09-26,2,2219,29.993637,31.158286
2127,Blue Wave Pharmacy,,Giza,Faisal,9,23,3,2025-02-28,0,1852,30.013223,31.173718
2128,City Care Pharmacy - Faisal,,Giza,Faisal,9,23,3,2025-08-03,0,4729,30.006256,31.154834
2129,El Hokama Pharmacy,,Giza,Faisal,9,23,3,2024-10-04,0,7589,30.008682,31.184927
2130,Sunrise Pharmacy,,Giza,Faisal,9,23,3,2025-01-18,0,6900,30.002787,31.171431
2131,Elite Pharmacy - Oct City,,Giza,Faisal,8,2,3,2024-10-14,2,9375,30.004634,31.164667
2132,Sunrise Pharmacy - Agami,,Giza,Faisal,9,23,3,2024-09-12,0,1627,29.997748,31.176131
2133,City Care Pharmacy,,Giza,Faisal,9,23,3,2025-01-09,0,6318,30.010221,31.156112
2134,Seha First Pharmacy - Faisal,,Giza,Faisal,9,23,3,2024-10-22,1,6528,30.000784,31.180968
2135,Angel Pharmacy,,Giza,Faisal,9,2,3,2025-09-13,0,2384,30.011924,31.161637
2136,Misr Pharmacy,,Giza,Faisal,9,23,3,2025-08-30,0,2861,29.994689,31.168884
2137,Elite Pharmacy,,Giza,Faisal,9,1,3,2025-04-09,0,9822,30.014826,31.151896
2138,Union Pharm - Faisal,,Giza,Faisal,10,23,3,2024-11-25,0,3982,30.004463,31.185919
2139,Salamtek Pharmacy - Smouha,,Giza,Faisal,9,23,3,2025-05-04,0,9987,29.996902,31.159731
2140,El Faraby Pharmacy - Faisal,,Giza,Faisal,8,23,3,2024-10-24,0,6955,30.012963,31.166487
2141,Pharma Plus - Rehab View,,Giza,Faisal,10,23,3,2024-12-02,1,1657,30.001536,31.156347
2142,Blue Wave Pharmacy,,Giza,Faisal,9,1,3,2025-03-27,0,4479,30.007967,31.181031
2143,El Shifa Pharmacy,,Giza,Faisal,9,23,3,2025-05-14,0,3363,30.017847,31.158796
2144,Golden Care Pharmacy,,Giza,Faisal,9,23,3,2024-10-25,0,6095,29.998813,31.175005
2145,Life Line Pharmacy - Rehab View,,Giza,Faisal,8,1,3,2025-01-15,0,6465,30.011007,31.170277
2146,Health Gate Pharmacy - Maadi,,Giza,Faisal,9,23,3,2024-10-13,0,7257,29.994493,31.155846
2147,Misr Pharmacy,,Giza,Faisal,9,2,3,2025-07-03,0,9417,30.013538,31.17476
2148,Better Life Pharmacy,,Giza,Faisal,9,23,3,2024-12-05,0,2222,30.003667,31.154165
2149,Pharma Plus - Faisal,,Giza,Faisal,10,23,3,2025-05-13,0,7239,30.008548,31.186183
2150,Angel Pharmacy,,Giza,Faisal,9,23,3,2025-06-07,0,7991,30.002714,31.169668
2151,Silver Care Pharmacy - Faisal,,Giza,Faisal,9,1,3,2025-08-04,0,3233,30.004561,31.162296
2152,Misr Pharmacy,,Giza,Faisal,9,23,3,2025-08-09,0,9420,29.998681,31.176659
2153,Al Nozha Pharmacy - Faisal,,Giza,Faisal,9,23,3,2024-12-29,0,3887,30.011043,31.158452
2154,El Tourath Pharmacy - Faisal,,Giza,Faisal,9,23,3,2025-05-24,0,6340,30.001494,31.17988
2155,Metro Pharmacy,,Giza,Faisal,8,23,3,2025-07-05,0,3564,30.008917,31.162332
2156,Family Pharmacy,,Giza,Faisal,8,23,3,2025-04-23,0,8700,29.994368,31.169569
2157,Seha First Pharmacy,,Giza,Faisal,9,23,3,2024-11-24,0,2490,30.014858,31.15066
2158,Hope Pharmacy - Maadi,,Giza,Faisal,10,23,3,2025-04-01,1,4632,30.004481,31.188148
2159,El Faraby Pharmacy - Faisal,,Giza,Faisal,9,23,3,2025-04-09,0,1316,29.996881,31.161002
2160,El Baraka Pharmacy - Faisal,,Giza,Faisal,9,23,3,2024-09-06,0,1484,30.012589,31.166707
2161,Green Leaf Pharmacy - Imbaba,,Giza,Faisal,9,1,3,2024-11-23,0,5691,30.002095,31.156727
2162,El Tourath Pharmacy - Rehab View,,Giza,Faisal,9,23,3,2024-12-04,0,6361,30.006978,31.177615
2163,Silver Care Pharmacy - Faisal,,Giza,Faisal,9,23,3,2024-12-31,0,2967,30.016203,31.158729
2164,Angel Pharmacy - Dokki,,Giza,Faisal,8,23,3,2025-03-18,0,4513,29.999585,31.174197
2165,Nile Care Pharmacy - Banha,,Giza,Faisal,9,23,3,2025-07-27,1,8393,30.01212,31.168217
2166,Salamtek Pharmacy,,Giza,Faisal,9,2,3,2025-05-22,0,6158,29.994165,31.159067
2167,El Tourath Pharmacy,,Giza,Faisal,9,23,3,2024-12-12,0,6344,30.012439,31.175106
2168,Health Gate Pharmacy - Faisal,,Giza,Faisal,9,23,3,2025-07-26,0,3125,30.004701,31.153476
2169,Seha First Pharmacy - Obour,,Giza,Faisal,8,23,3,2025-04-03,0,8204,30.008776,31.184764
2170,Mira Pharmacy,,Giza,Faisal,9,23,3,2025-05-19,0,7304,30.00324,31.169228
2171,Metro Pharmacy - Faisal,,Giza,Faisal,10,1,3,2025-05-14,0,7496,30.007607,31.164841
2172,Seha First Pharmacy - Faisal,,Giza,Faisal,8,23,3,2025-01-15,0,1304,29.998894,31.174695
2173,Life Line Pharmacy,,Giza,Faisal,9,23,3,2024-10-22,0,9056,30.013048,31.154758
2174,Ebn Sina Pharmacy,,Giza,Faisal,9,23,3,2025-08-23,0,6848,29.999576,31.181844
2175,El Hokama Pharmacy - Dokki,,Giza,Faisal,9,23,3,2024-09-26,0,3030,30.009798,31.159863
2176,Misr Pharmacy - Smouha,,Giza,Faisal,9,23,3,2025-02-23,0,2636,29.996823,31.172117
2177,City Care Pharmacy,,Giza,Faisal,9,1,3,2025-02-04,0,3531,30.015244,31.152116
2178,El Nasr Pharmacy - Haram,,Giza,Faisal,9,23,3,2025-09-04,0,7015,30.004421,31.188867
2179,Life Line Pharmacy,,Giza,Faisal,9,23,3,2025-04-13,0,2579,29.996581,31.163511
2180,Care 24 Seven - Haram,,Giza,Faisal,10,23,3,2025-03-05,0,3479,30.0126,31.164813
2181,Metro Pharmacy - Faisal,,Giza,Faisal,8,23,3,2024-12-07,0,6411,30.002352,31.159822
2182,Green Leaf Pharmacy,,Giza,Faisal,9,23,3,2025-04-07,0,5205,30.007815,31.178756
2183,Al Nozha Pharmacy,,Giza,Faisal,8,23,3,2025-06-15,0,6006,30.014788,31.157674
2184,Life Line Pharmacy,,Giza,Faisal,8,23,3,2025-06-23,0,7598,30.000052,31.173407
2185,Al Nozha Pharmacy - Faisal,,Giza,Faisal,9,23,3,2025-05-05,0,1432,30.010024,31.170447
2186,Metro Pharmacy,,Giza,Faisal,8,23,3,2024-11-08,0,5958,29.994929,31.15677
2187,Golden Care Pharmacy - Faisal,,Giza,Faisal,9,23,3,2025-05-08,1,2521,30.014238,31.172483
2188,Omega Pharmacy,,Giza,Faisal,9,23,3,2025-07-23,1,2849,30.005721,31.153247
2189,Angel Pharmacy,,Giza,Faisal,9,23,3,2025-07-27,0,6053,30.009402,31.184617
2190,Care 24 Seven,,Giza,Faisal,9,23,3,2025-01-08,1,1762,30.003907,31.170611
2191,Mira Pharmacy - Rehab View,,Giza,Faisal,9,23,3,2025-06-09,0,1760,30.005055,31.16568
2192,Union Pharm,,Giza,Faisal,8,23,3,2024-09-11,0,8789,29.998558,31.176592
2193,Better Life Pharmacy - Montaza,,Giza,Faisal,9,23,3,2024-12-15,0,6127,30.011819,31.156353
2194,Omega Pharmacy - Shubra,,Giza,Faisal,10,1,3,2025-03-23,1,5253,29.998956,31.181066
2195,Alpha Pharma - Agami,,Giza,Faisal,9,23,3,2025-02-11,0,3145,30.009787,31.159377
2196,El Zahraa Pharmacy - Nozha,,Giza,Faisal,9,23,3,2024-10-30,0,9094,29.993818,31.169365
2197,Silver Care Pharmacy - Nozha,,Giza,Faisal,9,23,3,2025-07-22,2,8983,30.015145,31.154279
2198,Nile Care Pharmacy,,Giza,Faisal,9,23,3,2024-12-19,2,3070,30.005077,31.189789
2199,Health Gate Pharmacy,,Giza,Faisal,8,23,3,2025-09-11,0,9049,29.995725,31.162548
2200,Dr Medhat Pharmacy,,Giza,Faisal,9,2,3,2025-08-08,0,8704,30.010833,31.164978
2201,El Nasr Pharmacy - Helwan,,Giza,Faisal,10,23,3,2025-01-16,0,7927,30.002893,31.157312
2202,Health Gate Pharmacy - Faisal,,Giza,Faisal,9,23,3,2025-06-11,0,9207,30.007628,31.178276
2203,Nile Care Pharmacy,,Giza,Faisal,8,23,3,2025-04-10,0,6402,30.016394,31.1607
2204,Golden Care Pharmacy,,Giza,Faisal,9,1,3,2025-06-25,0,5106,29.999944,31.172907
2205,Angel Pharmacy - Faisal,,Giza,Faisal,8,23,3,2025-05-17,0,6887,30.008908,31.170069
2206,Golden Care Pharmacy - Obour,,Giza,Faisal,9,1,3,2024-11-26,0,4321,29.994385,31.156257
2207,City Care Pharmacy - Faisal,,Giza,Faisal,8,1,3,2025-03-23,0,4438,30.015582,31.175312
2208,Star Care Pharmacy,,Giza,Faisal,9,23,3,2024-12-31,0,7691,30.005511,31.15417
2209,Angel Pharmacy - Montaza,,Giza,Faisal,9,23,3,2025-07-27,0,1433,30.011659,31.184358
2210,Blue Wave Pharmacy - Faisal,,Giza,Faisal,9,23,3,2025-03-23,0,8552,30.002257,31.172323
2211,Family Pharmacy - Faisal,,Giza,Faisal,8,23,3,2025-08-03,0,7484,30.005858,31.163811
2212,El Faraby Pharmacy - Faisal,,Giza,Faisal,9,2,3,2024-10-12,0,9710,30.000182,31.174903
2213,Dr Medhat Pharmacy - Marg,,Giza,Faisal,8,23,3,2025-08-18,0,3481,30.01092,31.15697
2214,Sunrise Pharmacy,,Giza,Faisal,8,23,3,2025-07-31,0,8526,30.001355,31.181093
2215,Alpha Pharma - Dokki,,Giza,Faisal,9,2,3,2024-12-08,0,1777,30.007574,31.160676
2216,Al Amal Pharmacy - Faisal,,Giza,Faisal,9,23,3,2025-07-05,0,1676,29.994495,31.168756
2217,Al Nozha Pharmacy,,Giza,Faisal,9,1,3,2025-04-22,0,6404,30.014791,31.151207
2218,Star Care Pharmacy - Faisal,,Giza,Faisal,9,23,3,2025-05-26,2,2931,30.005831,31.185023
2219,Hope Pharmacy - Faisal,,Giza,Faisal,10,23,3,2024-09-22,0,8656,29.997628,31.16209
2220,Al Nozha Pharmacy - Maadi,,Giza,Faisal,9,23,3,2025-04-18,1,5867,30.010429,31.167164
2221,Elite Pharmacy,,Giza,Faisal,8,23,3,2024-10-28,0,5171,30.002269,31.157984
2222,Elite Pharmacy - Faisal,,Giza,Faisal,9,23,3,2025-06-08,0,6661,30.009543,31.179886
2223,El Zahraa Pharmacy,,Giza,Faisal,8,1,3,2025-03-17,0,5614,30.017167,31.157606
2224,Angel Pharmacy - Haram,,Giza,Faisal,9,1,3,2025-03-09,1,2680,29.998883,31.172765
2225,Angel Pharmacy - Faisal,,Giza,Faisal,8,23,3,2025-07-13,0,9795,30.00997,31.172559
