invoice_no,account_name,branch_code,entry_date,entry_time,account_address,governorate,area,gross_value,total_discount,total_after_discount,line_count,record_state
301232,el El Zahraa Faisal 6th Zone,703,03122024,13:38:42,9th District 160 - Faisal,,,2893.40,243.06,2650.34,5,CLSD
301239,El--Elite Oct City (2),770,13122024,10:27:21,174 market Faisal,,,3274.06,413.96,2860.10,5,CLSD
301247,seha first faisal br.2,732,14122024,13:40:23,113 metro Faisal,,,3674.91,792.71,2882.20,9,CLSD
301258,el LIFE ILNE 011,724,21122024,15:47:02,,,,2697.88,238.26,2459.62,8,
301263,EL el hoama dokki,703,26122024,11:37:24,,,,1427.46,155.26,1272.20,4,
301270,el hope faisal Main Road,750,08122024,11:51:29,,,,8085.31,913.53,7171.78,11,CLSD
301274,PH Seha First Dokk iMain Road,772,13122024,12:22:26,114 park Faisal,,,7262.13,897.55,6364.58,11,CLSD
301277,PH DR MEDHAT FAISAL Branch 1,741,06122024,13:49:06,,,,2291.13,445.88,1845.25,3,
301281,PY/Al Nzoha,759,20122024,15:22:17,,,,1913.88,312.38,1601.50,4,CLSD
301284,golden crae faisal-A,764,04122024,11:49:55,177 gas station Fiasal,,,2808.00,539.74,2268.26,2,
301291,el tourath zayed,758,17122024,09:25:20,Geish 147 - Fasal,,,7714.54,1366.34,6348.20,7,
301292,El Shifa Montaza 6th Zone,733,02-Dec-2024,11:19:43,,,,4422.75,622.86,3799.89,11,
301294,PH el shifa motnaza-A,773,06122024,14:00:21,Port Said 173 - Fasal,Giza,Faisal,515.06,36.32,478.74,2,CLSD
301305,lif eline mohandessin-A,701,20122024,14:56:41,"167 Nasr st., near gas station, mohandessin",,,2171.65,281.27,1890.38,4,CLSD
301309,PH misr mohandessin t6h Zone,769,09122024,08:38:14,,,,3561.05,608.91,2952.14,2,CLSD
301310,Misr Mohandessin (2),781,12122024,08:22:15,Mohanessin 237 Port Said st. metro,,,5312.78,911.82,4400.96,9,
301311,seha first dokki Station St.,763,26122024,09:13:26,9th District 216 - Moohandessin,,,3964.33,933.44,3030.89,9,CLSD
301316,el etro,731,20122024,09:37:26,"48 Gamet Dewal st., near bridge, Mhandessin",,,3144.03,599.81,2544.22,8,CLSD
301320,Omega Nozha Branch 1,707,04122024,11:34:21,,,,752.66,79.55,673.11,3,CLSD
301348,e lnasr 04,755,28122024,14:08:48,Mohandessin 1 Zayed st. park,,,1630.71,112.96,1517.75,6,CLSD
301350,EL ElNasr,767,21122024,11:27:47,,,,8222.99,1111.41,7111.58,7,CLSD
301352,EL ElNaasr,774,14122024,15:16:27,,,,7934.97,1020.44,6914.53,9,
301365,Ph/HOE HARAM 011,777,24122024,18:45:12,,,,5059.06,946.87,4112.19,9,CLSD
301368,HOPEH ARAM (2),707,07122024,20:51:51,,,,1548.23,121.29,1426.94,6,CLSD
301371,E el nasr (2),774,01122024,13:42:14,58 market mohandessin,,,8292.54,966.66,7325.88,9,CLSD
301373,EL TOURATH 6ht Zone,707,07122024,11:04:06,Nile 45 - Mohanndessin,,,3542.84,486.79,3056.05,8,CLSD
301382,EBN SINA Station St.,781,25122024,11:53:26,230 metro Mohandessin,,,6767.06,1232.18,5534.88,6,CLSD
301390,Mira,760,10122024,11:19:11,Mohandessin 123 Port Said st. market,,,2836.56,651.89,2184.67,4,CLSD
301392,PH Sunrise Maadi 011,781,20-Dec-2024,12:50:44,,,,3201.11,463.62,2737.49,9,
301394,EL care 24 seven mohandessin 04,744,01122024,11:26:56,8 market Mohandessin,,,11550.76,775.85,10774.91,11,CLSD
301399,Ph/El Tourath,744,28122024,12:33:43,,,,4638.18,472.49,4165.69,8,CLSD
301404,El-Silver Care Mohandessin,749,09122024,10:52:52,"219 Port Said st., near gas station, MOHANDESSIN",,,5577.72,429.13,5148.59,6,CLSD
301408,Green Leaf 011576,742,09-Dec-2024,14:23:15,"72 Nile st., near bridge, Mohandessin",,,3568.58,750.49,2818.09,6,CLSD
301416,angel,780,15122024,12:22:53,,,,2217.14,380.89,1836.25,4,
301429,Dr Medhat Oct City-A,735,04122024,10:36:59,,Giza,Mohandessin,2762.70,439.58,2323.12,3,CLSD
301432,EL HKOAMA Statio St.,753,14122024,08:47:53,Mohandesin 95 Nasr st. park,,,1268.72,262.60,1006.12,6,CLSD
301433,PH Care 24 Seven Zayed Station St.,763,02122024,08:19:09,,,,3676.16,967.05,2709.11,4,
301435,PH CARE 24 SEVEN ZAYED,747,05122024,13:13:24,Industrial Zone 5 - mohandessin,Giza,Mohandessin,5137.70,547.86,4589.84,8,
301438,PY/METRO ONTAZA,758,16-Dec-2024,15:02:34,Zayed 171 - MOHANDESSIN,,,2115.14,444.72,1670.42,3,
301444,ELfamily helwan Main Road,732,16-Dec-2024,16:50:05,,,,2051.54,426.21,1625.33,4,
301455,el Star Care Helwan br.2,780,15122024,14:36:17,"27 Corniche st., near school, Mohandessin",,,2363.18,425.66,1937.52,9,CLSD
301457,Ph/AL AMAL BANHA 011,713,10122024,11:24:18,167 metro Mohndessin,Giza,Mohandessin,4158.04,904.99,3253.05,2,
301458,PY/El Shifa Mohandessin-A,753,21122024,08:19:43,,,,8636.35,2217.13,6419.22,15,
301464,PhAl Nozha br.2,710,11122024,13:31:49,"109 Autostrad st., near bridge, Mohandessin",,,1132.76,295.99,836.77,6,CLSD
301475,Ph/Dr Medhat Shubra Mall,736,11122024,09:09:16,Industrial Zone 34 - Mohandessin,,,1086.97,146.28,940.69,2,CLSD
301481,PY/Omega Mohandessin br.2,716,12122024,13:05:41,,,,3772.46,441.12,3331.34,9,CLSD
301482,omega mohandessin,763,01122024,13:28:55,,,,1126.34,302.98,823.36,2,CLSD
301491,El-El Shifa Dokki Branch 1,771,09122024,15:02:41,,,,6591.06,939.78,5651.28,7,
301494,PY/el shifa ddokki-A,739,09122024,08:38:32,Moahndessin 231 Salah Salem st. police st.,,,2323.85,477.75,1846.10,4,
301507,e lcare 24 seven 011,763,07012025,13:45:05,"103 Sudan st., near hospital, Smouha",,,1887.26,480.63,1406.63,3,
301512,el EL TOURATH 011,723,07012025,10:58:02,,,,3032.74,309.17,2723.57,11,CLSD
301514,el union pharm,759,17-Jan-2025,12:51:23,,,,4758.65,729.75,4028.90,8,CLSD
301523,EL Green Leaf br.2,747,08012025,10:22:56,211 bridge Smouha,,,9269.53,1244.76,8024.77,13,CLSD
301528,BLUE WAVE REHAB VIEW (2))78,730,18012025,14:29:38,,,,6667.84,1362.70,5305.14,7,
301547,Ph/EL ZAHRAA IMBABA Branch 1,733,04012025,09:32:41,,,,1685.76,223.66,1462.10,5,
301557,EL SUNRISE OCT CITY br.2,700,23012025,12:02:15,,,,555.86,95.49,460.37,4,
301559,blue wave smouha Branch 1,741,18012025,10:24:12,Smoouha 151 Zayed st. school,,,2535.19,410.58,2124.61,6,
301560,El-PHARMA PLUS 04,723,01012025,10:04:22,Mustafa Nahhas 80 - smouha,,,6832.94,790.89,6042.05,4,CLSD
301573,mira marg Main Road,764,24012025,12:02:27,Smouha 124 Zayed st. metro,,,6480.57,1504.86,4975.71,10,
301574,El-MIRA SMOUHA,776,09012025,15:26:16,Faisal 39 - Smouha,Alexandria,Smouha,1540.60,261.39,1279.21,4,CLSD
301586,PH Hope 6th Zone,720,19-Jan-2025,10:40:29,,,,3722.29,957.40,2764.89,4,
301590,EL El Faraby393,758,26012025,12:55:36,Salah Salem 10 - smouha,,,2551.75,358.35,2193.40,4,CLSD
301591,El-metro smouha (2),725,22012025,13:24:56,Faisal 88 - Smouuha,,,1196.98,254.46,942.52,4,
301596,Misr (2),718,17012025,12:21:30,Souha 32 Autostrad st. park,,,3236.86,307.39,2929.47,4,
301601,ELITE AGAMI Mall,717,10012025,09:55:10,,,,3043.93,329.21,2714.72,8,
301606,Sunrise-A,720,18012025,13:49:37,"119 Faisal st., near bridge, smouha",,,6771.21,1677.34,5093.87,12,
301607,el GREEN LEAF955,705,02012025,12:45:53,,Alexandria,Smouha,1065.75,81.33,984.42,2,
301611,PH metro montaza 6th Zone,771,16012025,08:05:08,,Alexandria,Smouha,1433.97,208.88,1225.09,3,
301612,el Metro Montaza,735,06012025,10:58:45,181 square Souha,,,4353.12,659.87,3693.25,7,
301614,Al Amal Maadi 011,774,24012025,14:48:24,Somuha 50 Tahrir st. park,,,2996.56,380.64,2615.92,5,
301617,NILE CARE MONTAZA,731,09012025,12:17:50,,Giza,Mohandessin,6295.04,1149.44,5145.60,5,
301621,Elm-ira229,735,13012025,12:26:14,Mustafa Nahhas 220 - Smmouha,Giza,Faisal,1052.43,169.11,883.32,4,
301625,El Hokama Smouha,705,07012025,15:43:09,,,,5494.67,534.71,4959.96,6,
301629,PH star care oct city Branch 1,742,17012025,18:31:10,,,,4330.28,912.72,3417.56,10,
301640,el El Baraka Obour (2)994,716,21012025,12:13:25,Tahrir 223 - smouha,Cairo,Nasr City,1947.96,211.41,1736.55,5,
301641,PY/El Baraka Obour-A715,742,03012025,10:58:12,,,,3369.58,664.45,2705.13,5,
301644,EL el zahraa smouha Station St.,779,13012025,13:16:56,164 market SMOUHA,Alexandria,Smouha,2201.09,424.39,1776.70,3,CLSD
301654,EL BARAKA SUARE602,758,17012025,11:03:33,110 school Smuha,,,5112.74,928.90,4183.84,8,
301656,Ph/elite,779,02012025,09:39:42,Smouha 29 Tahrir st. mosque,,,3089.93,823.41,2266.52,7,CLSD
301662,misr smouha 6th Zone,707,21012025,12:57:45,,,,9590.03,985.42,8604.61,11,
301665,El-misr smouha,705,17012025,13:02:17,Smouha 19 Gamet Dewal st. police st.,Alexandria,Smouha,2763.90,231.55,2532.35,5,
301666,PY/el hokama imbaba 04,768,08012025,08:14:12,Smouha 107 Sudan st. square,,,9893.46,1730.85,8162.61,14,
301681,El hSifa Mall,727,20012025,23:58:47,,,,7280.63,1487.81,5792.82,11,CLSD
301683,el El Zahraa Faisal,778,05012025,08:19:37,,,,4216.00,767.94,3448.06,6,
301684,GoldenC ae 04,722,05012025,12:49:32,,,,3345.29,274.29,3071.00,5,CLSD
301688,PH MISR HARAM,743,19-Jan-2025,12:48:51,,,,1106.50,76.59,1029.91,4,
301692,Angel Montaza,720,13-Jan-2025,14:34:49,Geish 222 - NasrCity,,,4806.61,1247.99,3558.62,7,
301704,PH MIA MARG Main Road,735,01012025,08:18:33,Nasr City 213 Autostrad st. metro,,,4045.59,647.19,3398.40,8,CLSD
301719,El-iMsr (2),717,17012025,10:17:12,,,,2458.08,175.23,2282.85,4,
301726,Union Pharm Branch 1,717,04012025,12:38:04,,,,1542.52,154.93,1387.59,2,CLSD
301733,PH El Nasr Oct City Station St.,714,11012025,13:41:03,"57 Nile st., near school, Nsr City",,,3464.97,232.03,3232.94,4,CLSD
301754,el El Hokama Nasr635,711,13012025,12:17:54,,,,1228.99,195.90,1033.09,2,CLSD
301755,City Care Montaza Station St.,742,15012025,09:55:13,"209 Horreya st., near hospital, Nasr City",,,1385.27,254.88,1130.39,5,CLSD
301760,El-alhpa phaarma nasr Station St.,771,12012025,18:51:14,Nasr City 89 Sudan st. mosque,,,1126.68,139.90,986.78,2,
301776,el Health Gate Nasr Main Road,721,13012025,16:31:03,NasrCity 94 Haram st. metro,Giza,Mohandessin,2205.83,227.79,1978.04,5,CLSD
301788,El-el ohama Mall,712,19-Jan-2025,12:40:03,Corniche 194 - Nasr City,,,1658.34,186.79,1471.55,5,
301806,PH Blue Wave Banha,747,02012025,11:36:43,7 mosque Nasr City,,,840.56,137.90,702.66,3,
301812,Al Amal 011,742,20012025,12:54:09,,,,2216.44,404.71,1811.73,3,
301814,P/hBETTER LIFE-A,765,04012025,12:21:05,,,,2808.76,785.08,2023.68,5,CLSD
301816,EL union pharm br.2,782,06012025,09:08:34,Nassr City 237 Abbas st. school,Giza,Mohandessin,1951.94,357.85,1594.09,5,CLSD
301820,el SUNRISE Branch 2,730,14012025,09:03:15,nasr city 225 Tahrir st. park,Cairo,Nasr City,6579.48,1358.45,5221.03,8,
301835,Ph/Angel Nasr br.2,746,23012025,20:30:45,,,,8803.56,1113.75,7689.81,11,CLSD
301851,PH Al Amal Nasr Branch 1,723,09012025,08:17:04,,Alexandria,Smouha,3367.64,432.36,2935.28,8,
301852,Ph/EL FARABY NASR,716,28-Jan-2025,08:08:33,,,,3780.70,209.05,3571.65,5,CLSD
301857,EL union pharm montaz aBranch 2,742,11012025,10:37:14,"132 Tahrir st., near metro, Nasr Ciity",,,1169.25,241.17,928.08,2,CLSD
301858,PY/UNION PHARM MONTAZA-A871,757,06012025,12:31:07,Abbas 96 - Nasr City,,,1040.33,246.83,793.50,6,CLSD
301859,better life nasr Branch 1,745,27-Jan-2025,14:37:38,33 mosque Nasr Ciity,,,3546.79,289.08,3257.71,5,
301861,PH Elite Mall,717,27012025,13:55:20,"232 Corniche st., near police st., Nassr City",,,5845.15,612.96,5232.19,9,CLSD
301866,el El Baraka Obour,752,25012025,08:15:29,,,,3384.96,890.55,2494.41,7,
301877,Ph/Mira Agami,780,27012025,09:55:21,,,,2889.68,456.70,2432.98,7,
301887,Ph/Dr Medhat Faiasl 011875,731,09012025,14:37:10,"158 Gamet Dewal st., near police st., Faial",,,10895.42,2182.74,8712.68,14,CLSD
301888,El Hokama Smouha (2),716,04012025,08:05:33,,,,4607.93,642.74,3965.19,9,
301893,el hokama banha 04665,782,26012025,16:40:54,,Giza,Faisal,3720.50,704.52,3015.98,11,
301894,el Al Nozha Faisal,759,27012025,13:50:47,,,,3709.10,651.34,3057.76,9,
301901,PH Nile Care (2),707,15012025,12:52:28,,,,8101.30,779.58,7321.72,14,
301906,PY/Al Amal 011,781,25012025,11:16:34,Geish 210 - Faisal,Alexandria,Smouha,8830.02,1350.09,7479.93,5,CLSD
301907,A AMAL (2),738,25012025,15:17:27,"172 Industrial Zone st., near market, Faisal",,,1973.53,368.31,1605.22,7,
301913,el faraby 04,763,21012025,08:41:49,Faisal 64 Industrial Zone st. hospital,,,9630.30,2016.43,7613.87,8,CLSD
301916,el SEHA FIRST FAISAL820,760,21012025,12:52:04,,,,1486.33,276.63,1209.70,5,
301926,BLUE WAVE SHUBRA Branch 2,738,24012025,18:42:36,,Giza,Mohandessin,3162.99,655.90,2507.09,6,CLSD
301929,FAMILY NOZHA Main Road,747,16012025,13:11:26,,,,4788.58,565.64,4222.94,8,CLSD
301931,PY/Family Nozha-A,748,15012025,08:29:20,236 hospital FAISAL,,,1687.54,129.06,1558.48,3,CLSD
301939,Ph/NILE CARE Branch 1,760,08012025,11:24:21,,,,10052.60,1700.11,8352.49,11,
301945,Ph/Alpha Pharma-A,704,28012025,13:36:00,Autostrad 174 - faisal,,,3412.63,337.85,3074.78,9,
301951,PH El Shifa Hlewan 04,708,20012025,11:06:19,"23 Geish st., near mosque, Faisal",,,1268.03,332.99,935.04,4,CLSD
301953,GREEN LEAF br.2,743,15012025,12:27:00,Faisal 56 9th District st. metro,,,2886.40,218.09,2668.31,6,CLSD
301955,green leaf,740,15012025,14:01:21,134 square Faisal,,,6006.26,1061.75,4944.51,9,
301967,PH EL NASR IMBABA Station St.45,756,09012025,13:27:07,,,,4301.81,1004.54,3297.27,10,CLSD
301973,Elite Oct ity 0011511,772,21012025,10:52:39,Zayed 81 - Faisal,Cairo,Nasr City,6350.71,937.39,5413.32,7,CLSD
301978,seha first faisal br.2,781,11012025,08:41:55,,,,6305.88,1081.50,5224.38,12,
301984,GREEN LEAF IMBABA,703,24012025,11:21:02,Faisal 187 Tahrir st. gas station,,,6263.31,456.86,5806.45,9,
301994,metro,752,25012025,09:17:57,,,,2915.22,700.06,2215.16,6,
302000,Ph/El Zaraa Nozha 011,758,08012025,12:11:16,"10 Nile st., near gas station, Faisal",,,9948.49,1833.01,8115.48,15,CLSD
302026,Blue Wave Smouha (2),716,11012025,08:08:28,,Giza,Mohandessin,5594.94,721.03,4873.91,7,CLSD
302034,angel obour Branch 2,778,14012025,09:53:04,Mustafa Nahhas 99 - faisal,Giza,Faisal,4915.84,824.92,4090.92,6,CLSD
302036,PY/SILVVER CARE MONTAZA Mall,750,06012025,09:11:06,,,,2942.55,363.45,2579.10,7,
302038,PH Silver Care Montaza Branch 1,711,16-Jan-2025,14:53:24,"37 9th District st., near gas station, faisal",Giza,Faisal,6341.18,991.83,5349.35,9,CLSD
302039,el hope faisal 011,771,10012025,12:10:27,"171 Abbas st., near hospital, Faial",Giza,Faisal,7060.09,830.21,6229.88,12,
302046,el Life Line Helwaan Branch 1,754,19012025,08:23:57,,,,1723.19,209.65,1513.54,3,CLSD
302064,omega rehab view 04,726,08012025,15:14:10,,Giza,Mohandessin,3810.35,862.67,2947.68,8,
302068,PH green leaf mohandessin (2),704,28012025,10:25:03,,,,2428.45,143.53,2284.92,9,
302069,NILE CARE MOHANDESSI N04,710,20012025,13:40:48,Mohandesisn 177 Nile st. metro,,,7617.82,1883.36,5734.46,12,
302073,EL Pharma Plus,761,08012025,12:53:03,,,,6586.91,1109.47,5477.44,6,
302079,PH Salamtek Mohandessin Mall,702,05012025,09:21:36,Mohandessin 16 Gamet Dewal st. gas station,,,3146.04,323.63,2822.41,3,CLSD
302086,ALPHA PHAARMA674,738,12-Jan-2025,08:11:44,,,,2683.13,587.81,2095.32,10,CLSD
302091,sar care,777,05012025,14:19:26,Mohandessin 40 Corniche st. square,,,12598.52,2259.47,10339.05,12,CLSD
302099,Ph/El Tourath Mohanedssin-A,743,18-Jan-2025,08:06:28,"70 Mustafa Nahhas st., near square, Mohandesin",,,6297.87,586.60,5711.27,8,CLSD
302106,el El Faraby Mall,713,19012025,08:51:40,Mohandessin 173 Zayed st. park,,,4116.09,827.74,3288.35,4,
302124,Star Care Mohandessin (2),713,16012025,15:11:47,82 park Mohandesisn,,,7875.92,1340.64,6535.28,13,CLSD
302133,EL TOURTAH,731,12012025,16:04:21,Mohandessin 237 Tahrir st. park,,,2976.35,616.63,2359.72,11,
302137,PH/LIFE LINE WH-244,708,25012025,14:40:18,Mohandessin 3 Salah Salem st. school,Giza,Mohandessin,8292.34,2370.50,5921.84,10,CLSD
302146,Ph/HEALTH GATE-A,700,05012025,15:02:45,"115 Sudan st., near bridge, MOHANDESSIN",,,6139.47,870.04,5269.43,11,CLSD
302148,EL Angel (2),760,14012025,12:13:30,Mohadnessin 98 Haram st. hospital,,,4445.43,807.56,3637.87,8,
302166,PH union pharm smouha Branch 1,761,19-Jan-2025,13:59:30,45 police st. MOHANDESSIN,Giza,Faisal,1519.67,284.94,1234.73,3,CLSD
302167,nile care mohandessin 04,751,08-Jan-2025,14:49:03,182 bridge Mohandessin,,,2778.71,664.82,2113.89,10,CLSD
302169,Angel Nozha Brnach 2,703,03012025,11:25:47,,,,2116.88,183.39,1933.49,3,CLSD
302170,FAMILY HELWAN 6th Zone,745,25012025,14:57:38,"16 Port Said st., near square, Mohandesin",,,2430.55,299.96,2130.59,7,CLSD
302171,PY/Omega (2)659,774,06012025,11:13:01,mohandessin 99 Salah Salem st. bridge,,,4150.38,403.96,3746.42,8,
302173,El-Omega Branch 1665,767,20012025,08:19:08,Tahrir 16 - mohandessin,Alexandria,Smouha,4310.57,490.13,3820.44,12,
302176,Family Rehab View,738,15012025,11:43:55,Mohandessin 84 Horreya st. market,,,1394.67,318.28,1076.39,6,
302177,PH Family Rehab View (2),715,04012025,16:56:36,,,,2408.23,317.74,2090.49,4,
302184,dr medhat mohandessin Mall562,707,01012025,14:15:59,,,,1407.80,197.24,1210.56,5,CLSD
302185,PH star are helwan-A,725,07012025,11:55:18,,,,3033.56,560.76,2472.80,3,
302190,EL El Nasr BBranch 1,755,08012025,15:49:52,,,,1680.54,249.67,1430.87,6,
302195,EL Better Life Agami Branch 1,776,07-Jan-2025,16:14:36,,Giza,Faisal,5829.72,874.97,4954.75,3,
302203,Star Care oMntaza-A,723,16-Jan-2025,15:31:30,,Giza,Mohandessin,5849.16,512.38,5336.78,5,
302206,Ph/Al Nozha,745,19012025,16:24:38,,,,2649.70,317.39,2332.31,5,CLSD
302213,PH Blu eWave Mohandessin Station St.,722,26012025,14:15:11,Mohandesssin 115 Abbas st. bridge,,,1980.13,212.23,1767.90,4,
302226,Salamtek Mohandessin Main Road483,727,20012025,08:46:56,Mohadnessin 71 Zayed st. park,,,14052.09,2826.61,11225.48,14,
302228,El-El Shifaa Dokki Station St.,715,01012025,13:57:46,,,,5651.63,576.30,5075.33,7,CLSD
302234,Ph/Al Nozha PH. Smouha,763,22012025,12:00:47,,,,2434.66,503.36,1931.30,8,
302236,PY/El Nasr Obour 04,761,11-Feb-2025,13:58:21,Smouha 192 Mustafa Nahhas st. hospital,,,4632.19,659.82,3972.37,8,CLSD
302241,PhOmega Smouha 04,709,20022025,16:31:53,,,,7471.96,1730.75,5741.21,5,CLSD
302242,AL NOZHA SMOUHA Main Rod242,754,27022025,13:37:56,,,,3930.69,640.63,3290.06,7,
302244,Ph/METRO AGAMI-A,757,08022025,09:20:19,78 hospital Smouha,,,968.43,232.88,735.55,4,CLSD
302257,EL Life Line Helwa n04,755,01022025,14:11:30,,,,3088.22,346.99,2741.23,8,CLSD
302258,life ine helwan (2),782,10022025,15:22:38,,Alexandria,Smouha,4037.12,658.64,3378.48,5,
302263,El-Health Gate Smouha 6th Zone,718,03022025,10:11:43,9th District 139 - Souha,,,6023.71,646.11,5377.60,8,CLSD
302268,EL El Shifa Smouha br.2,722,02-Feb-2025,11:35:00,Port Said 237 - Smuoha,,,3578.68,331.30,3247.38,6,CLSD
302272,AlAmal0 11,708,04022025,17:55:29,"31 Tahrir st., near school, Smuoha",,,2119.93,574.37,1545.56,7,CLSD
302274,Ph/AL AMAL 04,725,09022025,09:41:50,,,,3575.12,774.81,2800.31,4,
302292,PY/METRO SMOUHA Mall,764,15022025,18:25:43,,,,6753.89,1422.11,5331.78,13,
302293,Ph/FAMILY DOKKI 04,730,13022025,12:31:18,"59 Sudan st., near mosque, Smohua",,,5858.32,1375.35,4482.97,9,CLSD
302301,PH CARE 24 SEVE Branch 2,701,08022025,14:42:13,,,,3028.81,429.10,2599.71,4,CLSD
302303,Ph/LIFE LINE SMOUHA br.2,763,01-Feb-2025,09:07:30,,,,3288.95,802.00,2486.95,5,CLSD
302305,el El Shifa Dokki Station St.,779,04-Feb-2025,09:01:42,,,,1643.77,405.98,1237.79,8,
302312,Phh/Al Amal-A,739,20022025,13:19:31,Mustafa Nahhas 237 - SMOUHA,,,6032.37,1237.49,4794.88,10,
302323,el El Zaahaa Smouha 011,762,18-Feb-2025,11:29:56,,,,6913.94,1085.83,5828.11,5,CLSD
302324,el El Zahraa Smouha,708,28022025,12:59:36,"142 Corniche st., near mosque, SMOUHA",,,9977.50,2523.12,7454.38,13,
302328,El Hokama 04,754,10022025,09:39:07,,,,1230.96,162.12,1068.84,3,CLSD
302333,FAMILY 011,718,25022025,16:33:46,"107 Port Said st., near park, Smouha",,,7269.41,809.63,6459.78,13,CLSD
302339,MIRA MARG Branch 2,734,21022025,10:33:46,,Giza,Faisal,4378.71,643.06,3735.65,7,CLSD
302349,PH DR MEDHAT FAISAL 011,726,28022025,20:38:27,142 bridge Souha,,,3890.92,897.70,2993.22,5,CLSD
302351,el elite0 11,748,07022025,11:31:47,,,,3184.61,263.12,2921.49,7,CLSD
302355,el al amal shubra,736,11022025,12:07:06,Smouuha 82 Horreya st. market,,,2860.65,429.32,2431.33,4,
302359,EL El Baraka-A,751,23022025,12:45:12,,,,3063.86,653.10,2410.76,5,
302362,PH Angel,702,02-Feb-2025,10:39:46,,,,2510.52,345.71,2164.81,4,
302364,PY/DR MEDHAT Branch 1,748,04022025,18:22:47,,Alexandria,Smouha,7347.91,683.25,6664.66,7,
302371,metro smouha (2)699,706,04-Feb-2025,09:06:41,Somuha 62 Faisal st. square,Alexandria,Smouha,2774.80,683.75,2091.05,8,CLSD
302381,EL eliite gami-A,722,01022025,17:41:25,8 hospital Smouuha,,,3003.04,383.68,2619.36,8,CLSD
302388,EL Sunrise,726,08022025,14:51:34,,,,3433.10,794.23,2638.87,10,CLSD
302389,El-SUNRISE 6th Zone,752,22022025,09:29:45,,Alexandria,Smouha,3933.16,911.14,3022.02,8,CLSD
302398,P/hMIRA,766,19022025,10:27:07,,,,1780.02,424.32,1355.70,2,CLSD
302401,Ph/Elite Agami,760,21022025,08:27:35,,Giza,Mohandessin,2352.00,372.14,1979.86,5,CLSD
302403,El-Al Amal Maadi 011,711,02022025,08:09:11,,,,2729.36,331.87,2397.49,8,CLSD
302405,PY/Nile Care Montaza,710,25022025,11:55:28,,,,2080.29,488.83,1591.46,6,
302409,El-Misr Helwan-A,706,24022025,14:34:16,,,,11210.02,2327.84,8882.18,10,CLSD
302414,PY/EL HOKAMA SMOUHA Main Road,716,21022025,15:31:58,,,,3847.15,378.28,3468.87,8,
302423,OMEGAS MOUHA WH-530,741,05022025,15:25:50,Port Said 61 - Smouha,,,1523.86,303.07,1220.79,3,
302426,PH sunrise,732,19022025,18:08:46,,,,1387.62,277.18,1110.44,2,
302431,ALPHA PHARAM SQUARE Mall,775,03022025,11:32:06,,,,3494.96,908.58,2586.38,5,
302435,METRO SMOUHA Branch 2,768,10022025,11:30:20,65 metro smouha,,,3397.95,810.30,2587.65,4,
302436,PY/MISR Main Road979,773,13022025,12:04:43,,,,7011.57,712.46,6299.11,7,
302437,PY/MISSR 04,748,06022025,11:26:55,181 square smouha,,,3884.84,261.49,3623.35,6,
302443,PH sunrrise smouha Branch 2623,718,24022025,11:08:57,Smouha 133 Mustafa Nahhas st. bridge,,,11426.23,945.34,10480.89,12,
302446,HOPE SMOOUHA,708,19022025,17:19:42,105 hospital Smouha,,,4440.25,1157.83,3282.42,6,
302448,EL Misr mSouha Branch 2,759,08022025,14:58:34,99 park SMOUHA,,,3092.82,398.13,2694.69,8,CLSD
302462,El Zahraa Oct City-A939,748,12022025,08:08:04,114 police st. SMOUHA,,,4072.48,305.84,3766.64,8,
302463,PY/El Zahraa Oct City286,775,07022025,12:37:53,Geish 118 - Smohua,,,2859.69,797.32,2062.37,4,
302469,El Hokama ranch 1,719,21022025,10:01:55,"110 Tahrir st., near mosque, Smouuha",Alexandria,Smouha,2360.11,552.41,1807.70,7,CLSD
302471,EL Alpha Pharma br.2,751,02-Feb-2025,11:55:31,,Alexandria,Smouha,7049.48,1590.48,5459.00,5,
302476,PY/Star aCre,769,23022025,11:57:43,119 school Nasr City,Alexandria,Smouha,4495.02,782.71,3712.31,12,
